end,start,task,text,video_id
225,209,203,cook the pasta in boiling water,vpRz4jPFCmo
250,233,203,add the meatballs to a plate of pasta and sprinkle parmesan cheese on top,vpRz4jPFCmo
23,7,308,place some steamed rice on a piece of seaweed,2RW7l4zbS_k
37,25,308,turn it over and place cucumber pieces on top of the seaweed,2RW7l4zbS_k
51,38,308,place spicy tuna on the roll,2RW7l4zbS_k
63,55,308,roll the sheet,2RW7l4zbS_k
69,64,308,press the roll,2RW7l4zbS_k
78,74,308,add some avocado on top of the roll,2RW7l4zbS_k
100,97,308,press the roll,2RW7l4zbS_k
113,103,308,cut the roll into pieces,2RW7l4zbS_k
119,114,308,put some roe on the rolls,2RW7l4zbS_k
43,36,319,marinate tofu in sesame oil ginger and lemon juice,EZKU6KK7e-4
54,44,319,marinate cucumber in apple cider vinegar water chili flakes honey and salt,EZKU6KK7e-4
70,55,319,place hot pot over stove and fill with rice,EZKU6KK7e-4
86,74,319,boil carrots and add to hot pot,EZKU6KK7e-4
94,86,319,fry lettuce and add to hot pot,EZKU6KK7e-4
99,95,319,add radish to hot pots,EZKU6KK7e-4
103,100,319,fry mushrooms and add to hot pot,EZKU6KK7e-4
109,107,319,add chopped mangoes and kimchi,EZKU6KK7e-4
122,110,319,add tofu and cucumber,EZKU6KK7e-4
128,123,319,add fried egg and sesame seeds on top,EZKU6KK7e-4
102,40,103,make the burger patties into round and thick shape and make a little indentation in the center,W0jVkPYQjEo
132,103,103,spread some olive oil on all the patties and sprinkle salt and ground pepper to taste,W0jVkPYQjEo
235,190,103,grill the patties,W0jVkPYQjEo
246,236,103,place cheese slices on the patties,W0jVkPYQjEo
283,262,103,lightly butter the buns and place them on the grill,W0jVkPYQjEo
312,300,103,take the patties and place them in between the buns and serve,W0jVkPYQjEo
86,66,406,add the sauce and peanut butter into food processor and process it adding little bit of sugar water garlic powder,qaDMnLE6NBU
108,90,406,transfer it to a mason jar,qaDMnLE6NBU
150,110,406,add sugar into measuring cup add hot water stir squeeze in some lime chopped garlic stir add chili pepper,qaDMnLE6NBU
161,151,406,transfer it to a mason jar and store it,qaDMnLE6NBU
207,189,406,cut the boiled shrimp into half and remove the shell,qaDMnLE6NBU
220,208,406,cut the tofu into one inch slices,qaDMnLE6NBU
245,224,406,dip rice paper in warm water and drain excess water,qaDMnLE6NBU
271,246,406,place some lettuce in the middle of the rice paper some coriander leaves mint cilantro beans sprouts cooked vermicelli noodles,qaDMnLE6NBU
296,272,406,place the shrimp and ham next to the veggies and layer the ham with tofu slices,qaDMnLE6NBU
320,297,406,fold the rice paper and roll over to completely covering the stuffing,qaDMnLE6NBU
202,42,303,chop vegetables and tofu,MOBlJBn0BFI
214,207,303,pour oil into wok,MOBlJBn0BFI
275,220,303,pour the vegetables and sauce in the wok and stir,MOBlJBn0BFI
303,276,303,pour wine and sauce into the wok and stir,MOBlJBn0BFI
317,307,303,pour water into the wok and stir,MOBlJBn0BFI
322,318,303,cover the wok with a lid,MOBlJBn0BFI
358,341,303,remove the lid from the wok and add the tofu,MOBlJBn0BFI
369,367,303,cover the wok a lid,MOBlJBn0BFI
373,372,303,remove lid,MOBlJBn0BFI
491,455,303,add liquid to the wok and stir,MOBlJBn0BFI
213,210,226,add dill to a bowl of chopped vegetables,fR1qLJ1P4DI
223,220,226,add mint to the bowl,fR1qLJ1P4DI
235,232,226,add radishes to the bowl,fR1qLJ1P4DI
244,238,226,add parsley to the bowl,fR1qLJ1P4DI
255,246,226,squeeze a lemon into the bowl,fR1qLJ1P4DI
267,264,226,add black chia seeds to the bowl,fR1qLJ1P4DI
283,279,226,pour olive oil into the bowl,fR1qLJ1P4DI
306,291,226,add seasoning sea salt and black pepper to the bowl,fR1qLJ1P4DI
319,309,226,toss the salad with tongs,fR1qLJ1P4DI
32,20,204,fry bacon in a pan,OMJvrjWEjC0
56,44,204,add vodka to the pan,OMJvrjWEjC0
82,75,204,add cream to the pan,OMJvrjWEjC0
93,82,204,add black pepper to the pan,OMJvrjWEjC0
121,104,204,add tomato sauce and water to the sauce,OMJvrjWEjC0
150,145,204,cook the pasta in boiling water,OMJvrjWEjC0
159,150,204,add the pasta too the sauce,OMJvrjWEjC0
37,8,111,mix yogurt mayonnaise cider vinegar sugar and black pepper,w4oZ6CWl7no
65,38,111,add pasta coarsely chopped walnuts shredded turkey sliced celery and apples,w4oZ6CWl7no
71,66,111,mix the salad,w4oZ6CWl7no
90,76,207,whisk flour and beer,htIpLVWrs0U
151,131,207,mix some mayonnaise sliced gherkins parsley and lemon juice,htIpLVWrs0U
188,173,207,coat the fish with flour and the mixture,htIpLVWrs0U
217,191,207,fry the fish in vegetable oil,htIpLVWrs0U
22,9,209,add oil and two chopped onions to a skillet,ILS3z1zpD8k
30,24,209,add chopped carrots and turnips to the pan and cook,ILS3z1zpD8k
48,31,209,scrape vegetables into bowl and add lamb to the skillet,ILS3z1zpD8k
53,49,209,add chopped thyme and cinnamon,ILS3z1zpD8k
69,55,209,add vegetables flour chicken broth and tomato paste,ILS3z1zpD8k
79,76,209,cover the skillet,ILS3z1zpD8k
93,84,209,peel and chop the potatoes,ILS3z1zpD8k
105,95,209,mash potatoes with butter and a pinch of salt,ILS3z1zpD8k
112,106,209,spread meat filling into baking dish,ILS3z1zpD8k
120,113,209,spread mashed potatoes on top and sprinkle with grated cheddar cheese,ILS3z1zpD8k
128,121,209,bake the dish in the oven,ILS3z1zpD8k
8,4,422,add salt pork powder and shallots to water,-jZ_U3neOcI
12,9,422,add chopped pork neck bones,-jZ_U3neOcI
24,13,422,boil and let it simmer and skim all foam,-jZ_U3neOcI
33,28,422,add prawns and minced pork to a blender,-jZ_U3neOcI
35,34,422,add chopped shallot and spring onion,-jZ_U3neOcI
41,36,422,add 1 tbsp of sugar pork powder and pepper,-jZ_U3neOcI
50,42,422,blend everything in the blender,-jZ_U3neOcI
75,59,422,wrap the mixture in wonton wrappers,-jZ_U3neOcI
85,76,422,boil the wontons in water,-jZ_U3neOcI
113,97,422,boil some noodles in boiled water,-jZ_U3neOcI
132,114,422,add cooked shallot boiled pork and wontons to serve,-jZ_U3neOcI
35,5,210,peel the skin off the potatoes,jGC0VhFCk5Y
42,35,210,boil the potatoes in water,jGC0VhFCk5Y
49,42,210,mash the potatoes with salt,jGC0VhFCk5Y
57,49,210,shred the potato with a grater,jGC0VhFCk5Y
83,72,210,mix the shredded potato with the mashed potato,jGC0VhFCk5Y
112,83,210,form the boxty into a ball,jGC0VhFCk5Y
125,114,210,boil the potato ball in water,jGC0VhFCk5Y
145,130,210,slice the ball and fry in the pan,jGC0VhFCk5Y
79,13,223,cut the meat,FITnv148xFU
104,89,223,toss meat in flour on a plate,FITnv148xFU
125,113,223,fry bacon in a pan with oil,FITnv148xFU
137,129,223,transfer meat to a bowl,FITnv148xFU
149,138,223,add salt to the meat and mix together,FITnv148xFU
161,152,223,add the meat to the pan,FITnv148xFU
258,173,223,chop vegetables,FITnv148xFU
269,261,223,turn the meat over in the pan,FITnv148xFU
292,277,223,add vegetables to the pan and mix together,FITnv148xFU
301,298,223,add garlic to the pan,FITnv148xFU
382,320,223,add herbs tomatoes wine stock and onions to the pan,FITnv148xFU
388,383,223,stir everything together,FITnv148xFU
394,392,223,cover the pan with a lid,FITnv148xFU
415,410,223,put the pan in the oven,FITnv148xFU
422,416,223,remove the pan from the oven,FITnv148xFU
88,40,105,add salt caribbean pepper sauce black pepper ginger and caribbean green seasoning to a bowl of chicken,UbunZxDifYU
139,110,105,add pepper salt curry powder and paprika to a plate of flour and mix,UbunZxDifYU
165,142,105,add egg to the chicken and mix,UbunZxDifYU
223,170,105,coat the chicken in the flour,UbunZxDifYU
256,225,105,place the chicken in a pan of hot oil,UbunZxDifYU
107,69,201,cut off the fat of chicken breast and slice it into thin slices,bqmkNRNd5yw
143,116,201,beat two eggs into a bowl and whisk it well and add black pepper,bqmkNRNd5yw
175,153,201,mix fresh parsley and parmesan cheese with bread crumb,bqmkNRNd5yw
254,195,201,dip the chicken breast in flour egg coat and bread crumbs,bqmkNRNd5yw
270,262,201,preheat an oven to 375 f degree,bqmkNRNd5yw
370,276,201,heat some oil in a pan and fry the chicken breast in it,bqmkNRNd5yw
501,415,201,add some tomato sauce and parmesan cheese on top of chicken breast and cook it in the oven,bqmkNRNd5yw
45,20,117,place eggs into the cups of an egg poacher,tGGrOrIqB8U
52,46,117,cover the poacher with the lid,tGGrOrIqB8U
80,75,117,spread green onion butter on a slice of sourdough toast,tGGrOrIqB8U
85,81,117,place a slice of ham onto the bread,tGGrOrIqB8U
95,90,117,place a poached egg onto the bread,tGGrOrIqB8U
106,97,117,pour some hollandaise sauce onto the egg,tGGrOrIqB8U
120,110,117,garnish the dish with green onions and paprika,tGGrOrIqB8U
40,34,202,add chicken broth to a hot pot,pCTdsgv1wZ4
142,130,202,add chicken tenderloins to the broth,pCTdsgv1wZ4
166,157,202,remove the chicken from the broth,pCTdsgv1wZ4
208,191,202,add whole wheat penne pasta and vegetables to the boiling water,pCTdsgv1wZ4
262,224,202,cut the chicken into small pieces and add to the soup,pCTdsgv1wZ4
333,315,202,add spinach to the soup and stir,pCTdsgv1wZ4
360,353,202,add black pepper to the soup,pCTdsgv1wZ4
407,380,215,feed the garden snails with grinded corn,X0qjbOeJkF8
473,412,215,wash the snails thoroughly with vinegar and water,X0qjbOeJkF8
486,483,215,heat some water to a boil,X0qjbOeJkF8
517,492,215,boil the snails in the water,X0qjbOeJkF8
639,524,215,smash the snails' shell and wash them again,X0qjbOeJkF8
696,653,215,boil the snails in beer in a pot,X0qjbOeJkF8
770,698,215,heat some better garlic and dried parsley in a pan and fry the snails in it,X0qjbOeJkF8
170,133,105,take the chicken pieces in a bowl pour the sriracha sauce and buttermilk mixture over the chicken,fq37BTAjPHk
198,186,105,cover the chicken and refrigerate it for few hours,fq37BTAjPHk
286,214,105,take all purpose flour and add some steak seasoning paprika garlic powder black pepper salt and mix it all together,fq37BTAjPHk
346,310,105,coat the chicken pieces with the flour lay it on the baking rack and let it sit for 20 minutes,fq37BTAjPHk
380,357,105,preheat the oven to 375 degrees and heat peanut oil in a pan,fq37BTAjPHk
406,384,105,fry the chicken for 4-5 minutes on each side,fq37BTAjPHk
474,418,105,place the chicken on a wire rack and cook it in the oven for 10-15 minutes and serve,fq37BTAjPHk
81,42,103,mix ground beef in a bowl form into a disk and refridgerate,sbkVPzkVY0M
105,98,103,cut potato rolls in to half lightly butter and toast until it is golden brown on a pan,sbkVPzkVY0M
139,115,103,put mayonnaise ketchup mustard pickle garlic powder paprika cayenne and paprika in a food processor and blend,sbkVPzkVY0M
148,146,103,remove the buns once they are roasted golden brown,sbkVPzkVY0M
175,160,103,put oil in a pan and season the patty with salt and freshly ground pepper,sbkVPzkVY0M
191,177,103,place the patty seasoned side down on the pan and press down,sbkVPzkVY0M
199,195,103,season the other side of the patty with salt and freshly ground pepper,sbkVPzkVY0M
211,208,103,flip the patty and cook either side until the patty gets thin brown crust,sbkVPzkVY0M
222,213,103,place cheese slice on the top and cook,sbkVPzkVY0M
255,231,103,layer the bottom bun patty sauce tomato lettuce lettuce and the top bun,sbkVPzkVY0M
78,66,321,add soy sauce rice vinegar honey chili garlic sauce chicken broth and cornstarch,l6Wblq6yIk0
89,79,321,cut chicken into bite size pieces and toss with corn starch and black pepper,l6Wblq6yIk0
123,90,321,cut green onions mince ginger and chop broccoli,l6Wblq6yIk0
136,124,321,steam the broccoli,l6Wblq6yIk0
148,140,321,add oil to wok and swirl to coat,l6Wblq6yIk0
186,150,321,add chicken to the wok,l6Wblq6yIk0
196,187,321,remove cooked chicken pieces and replace with raw chicken,l6Wblq6yIk0
198,197,321,remove all chicken and turn down heat,l6Wblq6yIk0
212,199,321,add onion garlic and ginger to wok and pour in sauce,l6Wblq6yIk0
225,214,321,add chicken and broccoli and toss,l6Wblq6yIk0
156,103,223,heat a skillet and salt some bacon pieces,c8ehb0s3gtQ
168,158,223,take the cooked beef off the flame and strain the fat,c8ehb0s3gtQ
195,179,223,add some lean beef pieces to a bowl and coat with some flour,c8ehb0s3gtQ
263,196,223,add the coated beef to preheated pan  stir and slightly brown them,c8ehb0s3gtQ
275,264,223,pull the cooked beef out of the pan and sprinkle little salt and pepper,c8ehb0s3gtQ
322,280,223,add bacon fat beef bacon red wine chopped garlic tomato paste and marjoram  and stir,c8ehb0s3gtQ
354,325,223,add baby carrots and ball onions and cover the pan,c8ehb0s3gtQ
390,387,223,add some mushrooms,c8ehb0s3gtQ
115,103,314,get a pot of water boiled,X4T4XjWNUgc
161,131,314,wash the baky bok choy and chop it,X4T4XjWNUgc
171,169,314,heat some olive oil in a pan,X4T4XjWNUgc
218,214,314,cook the baby bok choy in the pan,X4T4XjWNUgc
264,258,314,boil the noodles in the boiled water,X4T4XjWNUgc
278,268,314,combine the soy sauce and hot water to make soup base,X4T4XjWNUgc
295,282,314,drain the noodles rinse it with cold water and put it into soup base,X4T4XjWNUgc
328,312,314,garnish it with chopped pork cooked baby bok choy and then serve,X4T4XjWNUgc
16,2,321,slice the cloves of garlic,B7-kMmC8Tj8
67,22,321,combine water cornstarch snow peas garlic ginger brown sugar soy sauce and pepper flakes,B7-kMmC8Tj8
92,69,321,mix egg whites and cornstarch,B7-kMmC8Tj8
102,92,321,coat the chicken in the mixture,B7-kMmC8Tj8
107,102,321,season the chicken with salt and pepper,B7-kMmC8Tj8
131,117,321,add oil and chicken to the pan,B7-kMmC8Tj8
175,163,321,add the snow peas to the pan,B7-kMmC8Tj8
209,200,321,add the chicken to the pan,B7-kMmC8Tj8
62,52,107,take cleaned calamari ina bowl and marinate with olive oil finely chopped fresh thyme leaves and salt,PLqTyxMYgBg
75,67,107,smash some garlic cloves and put them along with other ingredients,PLqTyxMYgBg
96,85,107,add some sumac to season and add flavor,PLqTyxMYgBg
105,98,107,toss all the ingredients well and make a proper mixture and set aside,PLqTyxMYgBg
127,113,107,melon ball a peeled potato using melon baller and put into boiling salted water and cook for 8  10 minutes,PLqTyxMYgBg
187,136,107,add ume plum paste rice wine vinegar pinot noir verjus soya sauce mirin sesame paste pomegranate molasses pinch of salt,PLqTyxMYgBg
209,193,107,spread marinated calamari olive oil smeared cherries and on the hot smoky grilling pan and cook flipping for few minutes,PLqTyxMYgBg
229,223,107,fry potato melon balls in little butter and sprinkle salt on it,PLqTyxMYgBg
251,239,107,take off the grilled items from the pan,PLqTyxMYgBg
261,252,107,separate the fried tentacles and calamari and cherries,PLqTyxMYgBg
267,262,107,roughly chop calamari in to pieces,PLqTyxMYgBg
281,272,107,take some lettuces in a bowl pop the cherries off in to the it and add the calamari,PLqTyxMYgBg
294,286,107,add golden brown potatoes with other ingredients and toss the salad,PLqTyxMYgBg
315,304,107,plate the dish and serve,PLqTyxMYgBg
105,101,104,pour oil into a pan,olrxEUXmlVA
128,107,104,fry the chorizo in the pan,olrxEUXmlVA
140,137,104,pour into the eggs to the pan,olrxEUXmlVA
155,141,104,mix the eggs with the chorizo,olrxEUXmlVA
89,66,228,drain the garbanzo beans,W4uSf0d5yhw
102,90,228,add the the garbanzo beans to the food processor,W4uSf0d5yhw
148,133,228,add tahini paste to the food processor,W4uSf0d5yhw
204,162,228,add sour cream mint leaves and lemon juice to the food processor,W4uSf0d5yhw
232,204,228,crush garlic with salt and add to the food processor,W4uSf0d5yhw
253,241,228,blend the ingredients in the food processor,W4uSf0d5yhw
298,280,228,stir the hummus and add water,W4uSf0d5yhw
312,298,228,blend the hummus,W4uSf0d5yhw
361,342,228,add citric acid to the hummus,W4uSf0d5yhw
430,392,228,spread the hummus on a plate,W4uSf0d5yhw
483,435,228,place parsley paprika and oil on the hummus,W4uSf0d5yhw
82,63,412,stir eggs in the pan,DBJUD9V-1rQ
103,89,412,cook some chicken breast with the sesame oil,DBJUD9V-1rQ
135,109,412,add sesame oil chopped white onions garlic and chopped celery and stir,DBJUD9V-1rQ
168,140,412,add green beans bell peppers and peas,DBJUD9V-1rQ
191,177,412,add white rice and stir everything together,DBJUD9V-1rQ
208,192,412,add some chili garlic sauce red chili flakes soy sauce and salt,DBJUD9V-1rQ
235,216,412,add the cooked chicken breast and eggs to the fried rice and mix together,DBJUD9V-1rQ
71,67,216,prepare the grill fire,JeLdTWqLUY0
115,72,216,grill the brats,JeLdTWqLUY0
160,146,216,simmer the brats in beer,JeLdTWqLUY0
172,167,216,place the brats in the roll,JeLdTWqLUY0
50,34,103,crush the walnuts with a rolling pin,CazGUhhclEY
67,50,103,take 1 packet cream cheese in a bowl and stir it well,CazGUhhclEY
145,67,103,add blue cheese crushed walnuts cognac onion pepper and kosher salt to the bowl and mix well,CazGUhhclEY
241,197,103,shape the beef into patties,CazGUhhclEY
301,253,103,spread blue cheese on the buns and place mushrooms patty lettuce and the bun on top,CazGUhhclEY
33,24,120,chop the potatoes,eX2r9gvdt1o
62,44,120,add some melted butter egg and flour,eX2r9gvdt1o
87,63,120,add black pepper paprika and salt,eX2r9gvdt1o
103,95,120,mix and mash the mixture,eX2r9gvdt1o
133,108,120,place the mixture in rings and place the rings on a grill,eX2r9gvdt1o
167,135,120,flip once and remove the rings,eX2r9gvdt1o
